District,Month,Visitors_domestic,Visitors_foreign,Visitors_total
Nalgonda,Nov-2017,17687,0,17687
Nalgonda,Dec-2017,25897,0,25897
Nalgonda,Jan-2018,36205,0,36205
Nalgonda,Feb-2018,9971,0,9971
Nalgonda,Mar-2018,9677,0,9677
Nalgonda,Apr-2018,9779,0,9779
Nalgonda,May-2018,10241,0,10241
Nalgonda,Jun-2018,9066,0,9066
Nalgonda,Jul-2018,9668,0,9668
Nalgonda,Aug-2018,10135,0,10135
Nalgonda,Sep-2018,21365,0,21365
Nalgonda,Oct-2018,22332,0,22332
Nalgonda,Nov-2018,5422,0,5422
Nalgonda,Dec-2018,6777,0,6777
Nalgonda,Jan-2019,21284,0,21284
Nalgonda,Feb-2019,13697,0,13697
Nalgonda,Mar-2019,8467,0,8467
Nalgonda,Apr-2019,7202,0,7202
Nalgonda,May-2019,26338,0,26338
Nalgonda,Jun-2019,5558,0,5558
Nalgonda,Jul-2019,19783,0,19783
Nalgonda,Aug-2019,7473,0,7473
Nalgonda,Sep-2019,5230,0,5230
Nalgonda,Oct-2019,5290,0,5290
Nalgonda,Nov-2019,7177,0,7177
Nalgonda,Dec-2019,13419,0,13419
Nalgonda,Jan-2020,10127,0,10127
Nalgonda,Feb-2020,9154,0,9154
Nalgonda,Mar-2020,772,0,772
Nalgonda,Apr-2020,,0,0
Nalgonda,May-2020,,0,0
Nalgonda,Jun-2020,218,0,218
Nalgonda,Jul-2020,224,0,224
Nalgonda,Aug-2020,558,0,558
Nalgonda,Sep-2020,2480,0,2480
Nalgonda,Oct-2020,8541,0,8541
Nalgonda,Nov-2020,6242,0,6242
Nalgonda,Dec-2020,8514,0,8514
Nalgonda,Jan-2021,9097,0,9097
Nalgonda,Feb-2021,6126,0,6126
Nalgonda,Mar-2021,5729,0,5729
Nalgonda,Apr-2021,1033,0,1033
Nalgonda,May-2021,148,0,148
Nalgonda,Jun-2021,1044,0,1044
Nalgonda,Jul-2021,6744,0,6744
Nalgonda,Aug-2021,7852,0,7852
Nalgonda,Sep-2021,21650,0,21650
Nalgonda,Oct-2021,14431,0,14431
Nalgonda,Nov-2021,7684,0,7684
Nalgonda,Dec-2021,12528,0,12528
Nalgonda,Jan-2022,18165,0,18165
Nalgonda,Feb-2022,12694,0,12694
Nalgonda,Mar-2022,11565,0,11565
Nalgonda,Apr-2022,8922,0,8922
Nalgonda,May-2022,12508,0,12508
Nalgonda,Jun-2022,17231,0,17231
Nalgonda,Jul-2022,21554,0,21554
Nalgonda,Aug-2022,30041,0,30041
Nalgonda,Sep-2022,22875,0,22875
Nalgonda,Oct-2022,31877,0,31877
Nalgonda,Nov-2022,17501,0,17501
Nalgonda,Dec-2022,20344,0,20344
Nirmal,Jan-2016, , ,0
Nirmal,Feb-2016, , ,0
Nirmal,Mar-2016, , ,0
Nirmal,Apr-2016, , ,0
Nirmal,May-2016, , ,0
Nirmal,Jun-2016, , ,0
Nirmal,Jul-2016, , ,0
Nirmal,Aug-2016, , ,0
Nirmal,Sep-2016, , ,0
Nirmal,Oct-2016,475955,0,475955
Nirmal,Nov-2016,201388,0,201388
Nirmal,Dec-2016,239267,0,239267
Nirmal,Jan-2017,340311,0,340311
Nirmal,Feb-2017,415326,0,415326
Nirmal,Mar-2017,442057,0,442057
Nirmal,Apr-2017,274132,0,274132
Nirmal,May-2017,297233,0,297233
Nirmal,Jun-2017,340359, ,340359
Nirmal,Jul-2017,328101,0,328101
Nirmal,Aug-2017,340430,0,340430
Nirmal,Sep-2017,528540,0,528540
Nirmal,Oct-2017,388644,0,388644
Nirmal,Nov-2017,369365,0,369365
Nirmal,Dec-2017,340585,0,340585
Nirmal,Jan-2018,480241,0,480241
Nirmal,Feb-2018,335447,0,335447
Nirmal,Mar-2018,328099,0,328099
Nirmal,Apr-2018,368645,0,368645
Nirmal,May-2018,342650,0,342650
Nirmal,Jun-2018,355197,0,355197
Nirmal,Jul-2018,335356,0,335356
Nirmal,Aug-2018,313910,2,313912
Nirmal,Sep-2018,293859,0,293859
Nirmal,Oct-2018,373291,0,373291
Nirmal,Nov-2018,289169,0,289169
Nirmal,Dec-2018,361461,0,361461
Nirmal,Jan-2019,313675,0,313675
Nirmal,Feb-2019,443898,0,443898
Nirmal,Mar-2019,424964,0,424964
Nirmal,Apr-2019,327971,0,327971
Nirmal,May-2019,149705,0,149705
Nirmal,Jun-2019,349747,0,349747
Nirmal,Jul-2019,359495,0,359495
Nirmal,Aug-2019,334646,0,334646
Nirmal,Sep-2019,299827,0,299827
Nirmal,Oct-2019,263412,0,263412
Nirmal,Nov-2019,253388,0,253388
Nirmal,Dec-2019,296050,0,296050
Nirmal,Jan-2020,368292,0,368292
Nirmal,Feb-2020,299646,0,299646
Nirmal,Mar-2020,253116,0,253116
Nirmal,Apr-2020,,0,0
Nirmal,May-2020,,0,0
Nirmal,Jun-2020,5040,0,5040
Nirmal,Jul-2020,9212,0,9212
Nirmal,Aug-2020,10336,0,10336
Nirmal,Sep-2020,13377,0,13377
Nirmal,Oct-2020,28586,0,28586
Nirmal,Nov-2020,73126,0,73126
Nirmal,Dec-2020,110808,0,110808
Nirmal,Jan-2021,154786,0,154786
Nirmal,Feb-2021,225686,0,225686
Nirmal,Mar-2021,205287,0,205287
Nirmal,Apr-2021,125395,0,125395
Nirmal,May-2021,25969,0,25969
Nirmal,Jun-2021,7048,0,7048
Nirmal,Jul-2021,125523,0,125523
Nirmal,Aug-2021,173301,0,173301
Nirmal,Sep-2021,225421,0,225421
Nirmal,Oct-2021,265203,0,265203
Nirmal,Nov-2021,228200,0,228200
Nirmal,Dec-2021,195660,0,195660
Nirmal,Jan-2022,230377,0,230377
Nirmal,Feb-2022,278184,0,278184
Nirmal,Mar-2022,334135,0,334135
Nirmal,Apr-2022,275087,0,275087
Nirmal,May-2022,302772,0,302772
Nirmal,Jun-2022,389714,0,389714
Nirmal,Jul-2022,333767,0,333767
Nirmal,Aug-2022,344930,0,344930
Nirmal,Sep-2022,318387,0,318387
Nirmal,Oct-2022,325830,0,325830
Nirmal,Nov-2022,408666,0,408666
Nirmal,Dec-2022,363179,0,363179
Nizamabad,Jan-2016,576,0,576
Nizamabad,Feb-2016,869,0,869
Nizamabad,Mar-2016,408,0,408
Nizamabad,Apr-2016,476,0,476
Nizamabad,May-2016,554,0,554
Nizamabad,Jun-2016,367,0,367
Nizamabad,Jul-2016,644,0,644
Nizamabad,Aug-2016,589,0,589
Nizamabad,Sep-2016,553,0,553
Nizamabad,Oct-2016,434,0,434
Nizamabad,Nov-2016,617,0,617
Nizamabad,Dec-2016,355,0,355
Nizamabad,Jan-2017,613,0,613
Nizamabad,Feb-2017,1752,0,1752
Nizamabad,Mar-2017,660,0,660
Nizamabad,Apr-2017,1048,2,1050
Nizamabad,May-2017,1341,0,1341
Nizamabad,Jun-2017,2391,0,2391
Nizamabad,Jul-2017,1520,0,1520
Nizamabad,Aug-2017,1583,0,1583
Nizamabad,Sep-2017,933,0,933
Nizamabad,Oct-2017,6644,0,6644
Nizamabad,Nov-2017,1677,0,1677
Nizamabad,Dec-2017,1787,0,1787
Nizamabad,Jan-2018,2495,1,2496
Nizamabad,Feb-2018,7152,0,7152
Nizamabad,Mar-2018,2903,0,2903
Nizamabad,Apr-2018,3550,0,3550
Nizamabad,May-2018,5360,0,5360
Nizamabad,Jun-2018,1761,0,1761
Nizamabad,Jul-2018,5882,1,5883
Nizamabad,Aug-2018,10525,0,10525
Nizamabad,Sep-2018,475,0,475
Nizamabad,Oct-2018,490,0,490
Nizamabad,Nov-2018,475,0,475
Nizamabad,Dec-2018,355,0,355
Nizamabad,Jan-2019,878,0,878
Nizamabad,Feb-2019,915,1,916
Nizamabad,Mar-2019,938,0,938
Nizamabad,Apr-2019,958,0,958
Nizamabad,May-2019,1193,0,1193
Nizamabad,Jun-2019,686,0,686
Nizamabad,Jul-2019,990,0,990
Nizamabad,Aug-2019,1004,0,1004
Nizamabad,Sep-2019,6572,0,6572
Nizamabad,Oct-2019,8849,0,8849
Nizamabad,Nov-2019,11950,0,11950
Nizamabad,Dec-2019,11400,0,11400
Nizamabad,Jan-2020,7540,0,7540
Nizamabad,Feb-2020,6400,0,6400
Nizamabad,Mar-2020,6750,0,6750
Nizamabad,Apr-2020,,0,0
Nizamabad,May-2020,,0,0
Nizamabad,Jun-2020,,0,0
Nizamabad,Jul-2020,1620,0,1620
Nizamabad,Aug-2020,2020,0,2020
Nizamabad,Sep-2020,10050,0,10050
Nizamabad,Oct-2020,6310,0,6310
Nizamabad,Nov-2020,10900,0,10900
Nizamabad,Dec-2020,40400,0,40400
Nizamabad,Jan-2021,9450,0,9450
Nizamabad,Feb-2021,50500,0,50500
Nizamabad,Mar-2021,61080,0,61080
Nizamabad,Apr-2021,30430,0,30430
Nizamabad,May-2021,0,0,0
Nizamabad,Jun-2021,2020,0,2020
Nizamabad,Jul-2021,14050,0,14050
Nizamabad,Aug-2021,19580,0,19580
Nizamabad,Sep-2021,12580,0,12580
Nizamabad,Oct-2021,13600,0,13600
Nizamabad,Nov-2021,19090,0,19090
Nizamabad,Dec-2021,10120,0,10120
Nizamabad,Jan-2022,12881,0,12881
Nizamabad,Feb-2022,75753,0,75753
Nizamabad,Mar-2022,106250,0,106250
Nizamabad,Apr-2022,10875,0,10875
Nizamabad,May-2022,17259,2,17261
Nizamabad,Jun-2022,16640,0,16640
Nizamabad,Jul-2022,11758,0,11758
Nizamabad,Aug-2022,19056,0,19056
Nizamabad,Sep-2022,16124,0,16124
Nizamabad,Oct-2022,28465,0,28465
Nizamabad,Nov-2022,43667,0,43667
Nizamabad,Dec-2022,38483,0,38483
Peddapalli,Jan-2016, , ,0
Peddapalli,Feb-2016, , ,0
Peddapalli,Mar-2016, , ,0
Peddapalli,Apr-2016, , ,0
Peddapalli,May-2016, , ,0
Peddapalli,Jun-2016, , ,0
Peddapalli,Jul-2016, , ,0
Peddapalli,Aug-2016, , ,0
Peddapalli,Sep-2016, , ,0
Peddapalli,Oct-2016,950,0,950
Peddapalli,Nov-2016,1145,0,1145
Peddapalli,Dec-2016,1149,0,1149
Peddapalli,Jan-2017,1345,0,1345
Peddapalli,Feb-2017,1378,0,1378
Peddapalli,Mar-2017,965,0,965
Peddapalli,Apr-2017,750,0,750
Peddapalli,May-2017,640,0,640
Peddapalli,Jun-2017,885,0,885
Peddapalli,Jul-2017,1095,0,1095
Peddapalli,Aug-2017,1385,0,1385
Peddapalli,Sep-2017,1155,0,1155
Peddapalli,Oct-2017,1595,0,1595
Peddapalli,Nov-2017,1940,0,1940
Peddapalli,Dec-2017,1765,0,1765
Peddapalli,Jan-2018,2670,0,2670
Peddapalli,Feb-2018,2695,0,2695
Peddapalli,Mar-2018,2325,0,2325
Peddapalli,Apr-2018,1940,0,1940
Peddapalli,May-2018,1499,0,1499
Peddapalli,Jun-2018,1580,0,1580
Peddapalli,Jul-2018,1580,0,1580
Peddapalli,Aug-2018,1595,0,1595
Peddapalli,Sep-2018,1475,0,1475
Peddapalli,Oct-2018,1545,0,1545
Peddapalli,Nov-2018,1655,0,1655
Peddapalli,Dec-2018,1695,0,1695
Peddapalli,Jan-2019,1055,0,1055
Peddapalli,Feb-2019,1157,0,1157
Peddapalli,Mar-2019,895,0,895
Peddapalli,Apr-2019,942,0,942
Peddapalli,May-2019,802,0,802
Peddapalli,Jun-2019,735,0,735
Peddapalli,Jul-2019,1085,0,1085
Peddapalli,Aug-2019,1505,0,1505
Peddapalli,Sep-2019,1785,0,1785
Peddapalli,Oct-2019,2080,0,2080
Peddapalli,Nov-2019,2225,0,2225
Peddapalli,Dec-2019,2315,0,2315
Peddapalli,Jan-2020,2945,0,2945
Peddapalli,Feb-2020,2315,0,2315
Peddapalli,Mar-2020,1450,0,1450
Peddapalli,Apr-2020,,0,0
Peddapalli,May-2020,,0,0
Peddapalli,Jun-2020,445,0,445
Peddapalli,Jul-2020,250,0,250
Peddapalli,Aug-2020,1250,0,1250
Peddapalli,Sep-2020,800,0,800
Peddapalli,Oct-2020,600,0,600
Peddapalli,Nov-2020,650,0,650
Peddapalli,Dec-2020,1105,0,1105
Peddapalli,Jan-2021,1150,0,1150
Peddapalli,Feb-2021,1245,0,1245
Peddapalli,Mar-2021,2610,0,2610
Peddapalli,Apr-2021,3405,0,3405
Peddapalli,May-2021,355,0,355
Peddapalli,Jun-2021,420,0,420
Peddapalli,Jul-2021,550,0,550
Peddapalli,Aug-2021,779,0,779
Peddapalli,Sep-2021,660,0,660
Peddapalli,Oct-2021,650,0,650
Peddapalli,Nov-2021,1630,0,1630
Peddapalli,Dec-2021,1840,0,1840
Peddapalli,Jan-2022,1635,0,1635
Peddapalli,Feb-2022,1675,0,1675
Peddapalli,Mar-2022,478,0,478
Peddapalli,Apr-2022,516,0,516
Peddapalli,May-2022,1750,0,1750
Peddapalli,Jun-2022,620,0,620
Peddapalli,Jul-2022,1550,0,1550
Peddapalli,Aug-2022,750,0,750
Peddapalli,Sep-2022,765,0,765
Peddapalli,Oct-2022,1835,0,1835
Peddapalli,Nov-2022,2185,0,2185
Peddapalli,Dec-2022,920,0,920
Rajanna Sircilla ,Jan-2016, , ,0
Rajanna Sircilla ,Feb-2016, , ,0
Rajanna Sircilla ,Mar-2016, , ,0
Rajanna Sircilla ,Apr-2016, , ,0
Rajanna Sircilla ,May-2016, , ,0
Rajanna Sircilla ,Jun-2016, , ,0
Rajanna Sircilla ,Jul-2016, , ,0
Rajanna Sircilla ,Aug-2016, , ,0
Rajanna Sircilla ,Sep-2016, , ,0
Rajanna Sircilla ,Oct-2016,534484,0,534484
Rajanna Sircilla ,Nov-2016,864077,0,864077
Rajanna Sircilla ,Dec-2016,778240,0,778240
Rajanna Sircilla ,Jan-2017,615842,0,615842
Rajanna Sircilla ,Feb-2017,1255569,0,1255569
Rajanna Sircilla ,Mar-2017,1030441,0,1030441
Rajanna Sircilla ,Apr-2017,1146782,0,1146782
Rajanna Sircilla ,May-2017,1117228,0,1117228
Rajanna Sircilla ,Jun-2017,1113882,0,1113882
Rajanna Sircilla ,Jul-2017,462022,0,462022
Rajanna Sircilla ,Aug-2017,1004410,0,1004410
Rajanna Sircilla ,Sep-2017,487060,0,487060
Rajanna Sircilla ,Oct-2017,845620,0,845620
Rajanna Sircilla ,Nov-2017,1191129,0,1191129
Rajanna Sircilla ,Dec-2017,1649362,0,1649362
Rajanna Sircilla ,Jan-2018,2238074,0,2238074
Rajanna Sircilla ,Feb-2018,1021787,0,1021787
Rajanna Sircilla ,Mar-2018,1022669,0,1022669
Rajanna Sircilla ,Apr-2018,833874,0,833874
Rajanna Sircilla ,May-2018,1021952,0,1021952
Rajanna Sircilla ,Jun-2018,320886,0,320886
Rajanna Sircilla ,Jul-2018,937720,0,937720
Rajanna Sircilla ,Aug-2018,320952,0,320952
Rajanna Sircilla ,Sep-2018,818693,0,818693
Rajanna Sircilla ,Oct-2018,506563,0,506563
Rajanna Sircilla ,Nov-2018,840933,0,840933
Rajanna Sircilla ,Dec-2018,950128,0,950128
Rajanna Sircilla ,Jan-2019,6188298,0,6188298
Rajanna Sircilla ,Feb-2019,1015550,0,1015550
Rajanna Sircilla ,Mar-2019,1444971,0,1444971
Rajanna Sircilla ,Apr-2019,1148062,0,1148062
Rajanna Sircilla ,May-2019,1018131,0,1018131
Rajanna Sircilla ,Jun-2019,1128849,0,1128849
Rajanna Sircilla ,Jul-2019,422961,0,422961
Rajanna Sircilla ,Aug-2019,586118,0,586118
Rajanna Sircilla ,Sep-2019,501293,0,501293
Rajanna Sircilla ,Oct-2019,646492,0,646492
Rajanna Sircilla ,Nov-2019,1259371,0,1259371
Rajanna Sircilla ,Dec-2019,1472801,0,1472801
Rajanna Sircilla ,Jan-2020,2298291,0,2298291
Rajanna Sircilla ,Feb-2020,963871,0,963871
Rajanna Sircilla ,Mar-2020,885559,0,885559
Rajanna Sircilla ,Apr-2020,,0,0
Rajanna Sircilla ,May-2020,,0,0
Rajanna Sircilla ,Jun-2020,76026,0,76026
Rajanna Sircilla ,Jul-2020,60636,0,60636
Rajanna Sircilla ,Aug-2020,110783,0,110783
Rajanna Sircilla ,Sep-2020,121976,0,121976
Rajanna Sircilla ,Oct-2020,181929,0,181929
Rajanna Sircilla ,Nov-2020,391170,0,391170
Rajanna Sircilla ,Dec-2020,535298,0,535298
Rajanna Sircilla ,Jan-2021,656423,0,656423
Rajanna Sircilla ,Feb-2021,571526,0,571526
Rajanna Sircilla ,Mar-2021,868764,0,868764
Rajanna Sircilla ,Apr-2021,198252,0,198252
Rajanna Sircilla ,May-2021,23978,0,23978
Rajanna Sircilla ,Jun-2021,125913,0,125913
Rajanna Sircilla ,Jul-2021,290935,0,290935
Rajanna Sircilla ,Aug-2021,518772,0,518772
Rajanna Sircilla ,Sep-2021,388599,0,388599
Rajanna Sircilla ,Oct-2021,355757,0,355757
Rajanna Sircilla ,Nov-2021,567535,0,567535
Rajanna Sircilla ,Dec-2021,606628,0,606628
Rajanna Sircilla ,Jan-2022,685642,0,685642
Rajanna Sircilla ,Feb-2022,622385,0,622385
Rajanna Sircilla ,Mar-2022,544400,0,544400
Rajanna Sircilla ,Apr-2022,472924,0,472924
Rajanna Sircilla ,May-2022,559320,0,559320
Rajanna Sircilla ,Jun-2022,538663,0,538663
Rajanna Sircilla ,Jul-2022,217276,0,217276
Rajanna Sircilla ,Aug-2022,476608,0,476608
Rajanna Sircilla ,Sep-2022,285048,0,285048
Rajanna Sircilla ,Oct-2022,316687,0,316687
Rajanna Sircilla ,Nov-2022,390875,0,390875
Rajanna Sircilla ,Dec-2022,394472,0,394472
Sangareddy,Jan-2016, , ,0
Sangareddy,Feb-2016, , ,0
Sangareddy,Mar-2016, , ,0
Sangareddy,Apr-2016, , ,0
Sangareddy,May-2016, , ,0
Sangareddy,Jun-2016, , ,0
Sangareddy,Jul-2016, , ,0
Sangareddy,Aug-2016, , ,0
Sangareddy,Sep-2016, , ,0
Sangareddy,Oct-2016,274000,0,274000
Sangareddy,Nov-2016,349000,0,349000
Sangareddy,Dec-2016,155000,0,155000
Sangareddy,Jan-2017,195000,0,195000
Sangareddy,Feb-2017,140000,0,140000
Sangareddy,Mar-2017,275000,0,275000
Sangareddy,Apr-2017,215000,0,215000
Sangareddy,May-2017,215000,0,215000
Sangareddy,Jun-2017,180000,0,180000
Sangareddy,Jul-2017,195000,0,195000
Sangareddy,Aug-2017,295000,0,295000
Sangareddy,Sep-2017,200000,0,200000
Sangareddy,Oct-2017,232000,0,232000
Sangareddy,Nov-2017,324500,0,324500
Sangareddy,Dec-2017,356950,0,356950
Sangareddy,Jan-2018,254000,0,254000
Sangareddy,Feb-2018,540000,0,540000
Sangareddy,Mar-2018,158500,0,158500
Sangareddy,Apr-2018,162500,0,162500
Sangareddy,May-2018,157000,0,157000
Sangareddy,Jun-2018,93500,0,93500
Sangareddy,Jul-2018,108600,0,108600
Sangareddy,Aug-2018,205000,0,205000
Sangareddy,Sep-2018,125000,0,125000
Sangareddy,Oct-2018,171800,0,171800
Sangareddy,Nov-2018,160000,0,160000
Sangareddy,Dec-2018,134000,0,134000
Sangareddy,Jan-2019,144000,0,144000
Sangareddy,Feb-2019,148000,0,148000
Sangareddy,Mar-2019,747000,0,747000
Sangareddy,Apr-2019,205000,0,205000
Sangareddy,May-2019,133000,0,133000
Sangareddy,Jun-2019,347000,0,347000
Sangareddy,Jul-2019,467000,0,467000
Sangareddy,Aug-2019,466150,0,466150
Sangareddy,Sep-2019,468350,0,468350
Sangareddy,Oct-2019,467470,0,467470
Sangareddy,Nov-2019,481720,0,481720
Sangareddy,Dec-2019,478470,0,478470
Sangareddy,Jan-2020,213000,0,213000
Sangareddy,Feb-2020,755000,0,755000
Sangareddy,Mar-2020,235000,0,235000
Sangareddy,Apr-2020,,0,0
Sangareddy,May-2020,,0,0
Sangareddy,Jun-2020,9500,0,9500
Sangareddy,Jul-2020,27400,0,27400
Sangareddy,Aug-2020,45400,0,45400
Sangareddy,Sep-2020,47900,0,47900
Sangareddy,Oct-2020,55400,0,55400
Sangareddy,Nov-2020,149000,0,149000
Sangareddy,Dec-2020,167000,0,167000
Sangareddy,Jan-2021,112500,0,112500
Sangareddy,Feb-2021,103200,0,103200
Sangareddy,Mar-2021,274500,0,274500
Sangareddy,Apr-2021,117300,0,117300
Sangareddy,May-2021,15000,0,15000
Sangareddy,Jun-2021,26500,0,26500
Sangareddy,Jul-2021,33000,0,33000
Sangareddy,Aug-2021,64900,0,64900
Sangareddy,Sep-2021,47700,0,47700
Sangareddy,Oct-2021,50000,0,50000
Sangareddy,Nov-2021,56150,0,56150
Sangareddy,Dec-2021,38750,0,38750
Sangareddy,Jan-2022,115988,0,115988
Sangareddy,Feb-2022,130632,0,130632
Sangareddy,Mar-2022,417000,0,417000
Sangareddy,Apr-2022,72000,0,72000
Sangareddy,May-2022,82500,0,82500
Sangareddy,Jun-2022,81000,0,81000
Sangareddy,Jul-2022,85000,0,85000
Sangareddy,Aug-2022,160000,0,160000
Sangareddy,Sep-2022,129000,0,129000
Sangareddy,Oct-2022,151000,0,151000
Sangareddy,Nov-2022,180205,0,180205
Sangareddy,Dec-2022,160854,0,160854
Siddipet,Jan-2016, , ,0
Siddipet,Feb-2016, , ,0
Siddipet,Mar-2016, , ,0
Siddipet,Apr-2016, , ,0
Siddipet,May-2016, , ,0
Siddipet,Jun-2016, , ,0
Siddipet,Jul-2016, , ,0
Siddipet,Aug-2016, , ,0
Siddipet,Sep-2016, , ,0
Siddipet,Oct-2016,123500,0,123500
Siddipet,Nov-2016,154400,0,154400
Siddipet,Dec-2016,80500,0,80500
Siddipet,Jan-2017,80500,0,80500
Siddipet,Feb-2017,80500,0,80500
Siddipet,Mar-2017,80500,0,80500
Siddipet,Apr-2017,80500,0,80500
Siddipet,May-2017,80500,0,80500
Siddipet,Jun-2017,60000,0,60000
Siddipet,Jul-2017,88550,0,88550
Siddipet,Aug-2017,97405,0,97405
Siddipet,Sep-2017,107146,0,107146
Siddipet,Oct-2017,117861,0,117861
Siddipet,Nov-2017,129647,0,129647
Siddipet,Dec-2017,142612,0,142612
Siddipet,Jan-2018,253000,0,253000
Siddipet,Feb-2018,44000,0,44000
Siddipet,Mar-2018,164800,0,164800
Siddipet,Apr-2018,115000,0,115000
Siddipet,May-2018,165200,0,165200
Siddipet,Jun-2018,104300,0,104300
Siddipet,Jul-2018,54000,0,54000
Siddipet,Aug-2018,100000,0,100000
Siddipet,Sep-2018,55000,0,55000
Siddipet,Oct-2018,43000,0,43000
Siddipet,Nov-2018,135000,0,135000
Siddipet,Dec-2018,50000,0,50000
Siddipet,Jan-2019,140793,0,140793
Siddipet,Feb-2019,199549,0,199549
Siddipet,Mar-2019,204600,0,204600
Siddipet,Apr-2019,184412,0,184412
Siddipet,May-2019,110500,0,110500
Siddipet,Jun-2019,1037000,0,1037000
Siddipet,Jul-2019,179320,0,179320
Siddipet,Aug-2019,190750,0,190750
Siddipet,Sep-2019,122550,0,122550
Siddipet,Oct-2019,191330,0,191330
Siddipet,Nov-2019,209130,0,209130
Siddipet,Dec-2019,217930,0,217930
Siddipet,Jan-2020,473350,0,473350
Siddipet,Feb-2020,204885,0,204885
Siddipet,Mar-2020,123000,0,123000
Siddipet,Apr-2020,,0,0
Siddipet,May-2020,,0,0
Siddipet,Jun-2020,19846,0,19846
Siddipet,Jul-2020,23864,0,23864
Siddipet,Aug-2020,27307,0,27307
Siddipet,Sep-2020,30980,0,30980
Siddipet,Oct-2020,73367,0,73367
Siddipet,Nov-2020,72049,0,72049
Siddipet,Dec-2020,173000,0,173000
Siddipet,Jan-2021,173749,0,173749
Siddipet,Feb-2021,107247,0,107247
Siddipet,Mar-2021,70337,0,70337
Siddipet,Apr-2021,61534,0,61534
Siddipet,May-2021,9000,0,9000
Siddipet,Jun-2021,37700,0,37700
Siddipet,Jul-2021,37000,0,37000
Siddipet,Aug-2021,70000,0,70000
Siddipet,Sep-2021,59000,0,59000
Siddipet,Oct-2021,90000,0,90000
Siddipet,Nov-2021,93500,0,93500
Siddipet,Dec-2021,90350,0,90350
Siddipet,Jan-2022,161000,0,161000
Siddipet,Feb-2022,222250,0,222250
Siddipet,Mar-2022,108750,0,108750
Siddipet,Apr-2022,114311,0,114311
Siddipet,May-2022,144239,0,144239
Siddipet,Jun-2022,104583,0,104583
Siddipet,Jul-2022,59832,0,59832
Siddipet,Aug-2022,106635,0,106635
Siddipet,Sep-2022,67500,0,67500
Siddipet,Oct-2022,78009,0,78009
Siddipet,Nov-2022,136709,0,136709
Siddipet,Dec-2022,113370,0,113370
Wanaparthy,Jan-2016, , ,0
Wanaparthy,Feb-2016, , ,0
Wanaparthy,Mar-2016, , ,0
Wanaparthy,Apr-2016, , ,0
Wanaparthy,May-2016, , ,0
Wanaparthy,Jun-2016, , ,0
Wanaparthy,Jul-2016, , ,0
Wanaparthy,Aug-2016, , ,0
Wanaparthy,Sep-2016, , ,0
Wanaparthy,Oct-2016,21234,0,21234
Wanaparthy,Nov-2016,18348,0,18348
Wanaparthy,Dec-2016,20556,0,20556
Wanaparthy,Jan-2017,22152,0,22152
Wanaparthy,Feb-2017,22342,0,22342
Wanaparthy,Mar-2017,20050,0,20050
Wanaparthy,Apr-2017,11502,0,11502
Wanaparthy,May-2017,11502,0,11502
Wanaparthy,Jun-2017,19092,0,19092
Wanaparthy,Jul-2017,19092,0,19092
Wanaparthy,Aug-2017,21375,0,21375
Wanaparthy,Sep-2017,35860,0,35860
Wanaparthy,Oct-2017,21234,0,21234
Wanaparthy,Nov-2017,18348,0,18348
Wanaparthy,Dec-2017,22152,0,22152
Wanaparthy,Jan-2018,28131,0,28131
Wanaparthy,Feb-2018,22341,0,22341
Wanaparthy,Mar-2018,20050,0,20050
Wanaparthy,Apr-2018,10550,0,10550
Wanaparthy,May-2018,11502,0,11502
Wanaparthy,Jun-2018,19092,0,19092
Wanaparthy,Jul-2018,32625,0,32625
Wanaparthy,Aug-2018,35860,0,35860
Wanaparthy,Sep-2018,32002,0,32002
Wanaparthy,Oct-2018,21234,0,21234
Wanaparthy,Nov-2018,32657,0,32657
Wanaparthy,Dec-2018,20556,0,20556
Wanaparthy,Jan-2019,28131,0,28131
Wanaparthy,Feb-2019,22342,0,22342
Wanaparthy,Mar-2019,20050,0,20050
Wanaparthy,Apr-2019,23749,0,23749
Wanaparthy,May-2019,20010,0,20010
Wanaparthy,Jun-2019,20050,0,20050
Wanaparthy,Jul-2019,32625,0,32625
Wanaparthy,Aug-2019,35860,0,35860
Wanaparthy,Sep-2019,21375,0,21375
Wanaparthy,Oct-2019,21234,0,21234
Wanaparthy,Nov-2019,32657,0,32657
Wanaparthy,Dec-2019,20556,0,20556
Wanaparthy,Jan-2020,28131,0,28131
Wanaparthy,Feb-2020,22342,0,22342
Wanaparthy,Mar-2020,7050,0,7050
Wanaparthy,Apr-2020,,0,0
Wanaparthy,May-2020,,0,0
Wanaparthy,Jun-2020,4050,0,4050
Wanaparthy,Jul-2020,17092,0,17092
Wanaparthy,Aug-2020,30860,0,30860
Wanaparthy,Sep-2020,21375,0,21375
Wanaparthy,Oct-2020,29683,0,29683
Wanaparthy,Nov-2020,29036,0,29036
Wanaparthy,Dec-2020,27057,0,27057
Wanaparthy,Jan-2021,22482,0,22482
Wanaparthy,Feb-2021,22524,0,22524
Wanaparthy,Mar-2021,19672,0,19672
Wanaparthy,Apr-2021,25212,0,25212
Wanaparthy,May-2021,295,0,295
Wanaparthy,Jun-2021,600,0,600
Wanaparthy,Jul-2021,29300,0,29300
Wanaparthy,Aug-2021,33300,0,33300
Wanaparthy,Sep-2021,22800,0,22800
Wanaparthy,Oct-2021,23700,0,23700
Wanaparthy,Nov-2021,29330,0,29330
Wanaparthy,Dec-2021,28100,0,28100
